"SITE_ID","NTL","PTL","CHLA","WSA_ECO9","Year"
"NLA2012-UT-397",271,16,1.116,"WMT",2012
"NLA2012-UT-400",1136,1208,10.24,"XER",2012
"NLA2012-UT-409",1648,237,39.68,"XER",2012
"NLA2012-UT-412",299,54,9.28,"WMT",2012
"NLA2012-UT-424",534,43,5.70285714285714,"WMT",2012
"NLA2012-VA-101",875,146,64.672,"SAP",2012
"NLA2012-VA-102",1084,70,64,"SAP",2012
"NLA2012-VA-103",368,24,9.248,"SAP",2012
"NLA2012-VA-104",179,19,7.376,"SAP",2012
"NLA2012-VA-105",538,80,11.504,"SAP",2012
"NLA2012-VA-106",731,64,49.12,"CPL",2012
"NLA2012-VA-108",271,61,11.456,"SAP",2012
"NLA2012-VA-109",530,63,7.656,"SAP",2012
"NLA2012-VA-110",379,19,6.848,"SAP",2012
"NLA2012-VA-111",561,114,66.56,"CPL",2012
"NLA2012-VA-112",356,24,6.417,"CPL",2012
"NLA2012-VA-114",371,35,25.4,"SAP",2012
"NLA2012-VA-116",184,37,19,"SAP",2012
"NLA2012-VA-118",3081,426,93.6,"SAP",2012
"NLA2012-VA-119",1555,124,70,"CPL",2012
"NLA2012-VA-121",802,96,45.6,"CPL",2012
"NLA2012-VA-123",2005,112,111.6,"CPL",2012
"NLA2012-VA-125",490,27,5.808,"SAP",2012
"NLA2012-VA-126",550,40,16.32,"SAP",2012
"NLA2012-VA-127",815,81,35.4,"CPL",2012
"NLA2012-VA-130",448,61,36.6,"SAP",2012
"NLA2012-VA-R01",176,9,1.68,"SAP",2012
"NLA2012-VA-R05",353,12,4.52,"CPL",2012
"NLA2012-VA-R06",298,15,1.76533333333333,"CPL",2012
"NLA2012-VA-R14",159,13,2.752,"SAP",2012
"NLA2012-VA-R17",191,9,3.664,"SAP",2012
"NLA2012-VA-R18",1160,103,70.8,"CPL",2012
"NLA2012-VT-101",261,18,0.952,"NAP",2012
"NLA2012-VT-102",250,14,3.76,"NAP",2012
"NLA2012-VT-103",342,20,3.39428571428571,"NAP",2012
"NLA2012-VT-104",296,9,3.168,"NAP",2012
"NLA2012-VT-106",315,20,5.28,"NAP",2012
"NLA2012-VT-109",429,19,7.76,"NAP",2012
"NLA2012-VT-110",231,9,9.2475,"NAP",2012
"NLA2012-VT-112",536,19,17.76,"NAP",2012
"NLA2012-VT-114",136,10,1.85142857142857,"NAP",2012
"NLA2012-VT-115",429,31,0.328,"NAP",2012
"NLA2012-VT-R01",308,12,0.858666666666667,"NAP",2012
"NLA2012-VT-R02",216,5,0.912,"NAP",2012
"NLA2012-WA-101",344,21,7.912,"WMT",2012
"NLA2012-WA-102",1572,180,5.12,"WMT",2012
"NLA2012-WA-103",286,9,1.77066666666667,"WMT",2012
"NLA2012-WA-104",624,99,25.76,"XER",2012
"NLA2012-WA-106",967,53,36.64,"WMT",2012
"NLA2012-WA-107",1074,74,42.88,"WMT",2012
"NLA2012-WA-108",259,38,3.70133333333333,"WMT",2012
"NLA2012-WA-109",256,15,3.67466666666667,"WMT",2012
"NLA2012-WA-110",154,19,1.872,"WMT",2012
"NLA2012-WA-111",640,16,1.568,"XER",2012
"NLA2012-WA-112",522,93,45.3333333333333,"WMT",2012
"NLA2012-WA-114",591,92,5.16266666666667,"WMT",2012
"NLA2012-WA-115",444,50,1.608,"WMT",2012
"NLA2012-WA-116",724,22,4.432,"XER",2012
"NLA2012-WA-118",585,28,1.7,"WMT",2012
"NLA2012-WA-120",239,50,1.4868,"WMT",2012
"NLA2012-WA-121",348,9,4.98666666666667,"WMT",2012
"NLA2012-WA-124",746,25,41.84,"XER",2012
"NLA2012-WA-125",227,72,3.98,"WMT",2012
"NLA2012-WA-126",171,40,6.33142857142857,"WMT",2012
"NLA2012-WA-129",35,85,1.85828571428571,"WMT",2012
"NLA2012-WA-131",1159,95,2.176,"XER",2012
"NLA2012-WA-133",749,62,9.92,"WMT",2012
"NLA2012-WA-138",279,12,3.136,"WMT",2012
"NLA2012-WA-141",310,23,2.45333333333333,"WMT",2012
"NLA2012-WA-146",141,34,1.42933333333333,"WMT",2012
"NLA2012-WA-147",456,41,1.3858064516129,"WMT",2012
"NLA2012-WA-151",14,15,0.652,"WMT",2012
"NLA2012-WA-154",534,53,10.432,"WMT",2012
"NLA2012-WA-157",99,25,1.744,"WMT",2012
"NLA2012-WA-159",536,67,7.552,"XER",2012
"NLA2012-WA-R08",479,69,2.712,"XER",2012
"NLA2012-WA-R09",219,79,1.46666666666667,"XER",2012
"NLA2012-WA-R10",800,20,2.008,"XER",2012
"NLA2012-WA-R11",73,8,0.5344,"WMT",2012
"NLA2012-WI-R06",596,19,9.22666666666667,"UMW",2012
"NLA2012-WI-R08",370,24,3.08,"UMW",2012
"NLA2012-WI-R11",920,36,13.68,"UMW",2012
"NLA2012-WI-R12",414,23,2.61333333333333,"UMW",2012
"NLA2012-WI-R13",515,17,8.672,"UMW",2012
"NLA2012-WV-101",172,6,2.284,"SAP",2012
"NLA2012-WV-102",128,16,2.232,"SAP",2012
"NLA2012-WV-105",365,36,15.3,"SAP",2012
"NLA2012-WV-106",152,14,0.892,"SAP",2012
"NLA2012-WV-111",245,11,2.22909090909091,"SAP",2012
"NLA2012-WV-112",657,63,25.2571428571429,"SAP",2012
"NLA2012-WV-113",193,26,8.48,"SAP",2012
"NLA2012-WV-115",306,14,1.66,"SAP",2012
"NLA2012-WV-R01",134,7,2.352,"SAP",2012
"NLA2012-WY-101",106,22,0.519,"XER",2012
"NLA2012-WY-102",849,82,10.44,"NPL",2012
"NLA2012-WY-103",50,12,0.54,"XER",2012
"NLA2012-WY-104",146,15,1.02,"NPL",2012
"NLA2012-WY-105",254,52,1.756,"XER",2012
"NLA2012-WY-107",1559,1528,3.44,"SPL",2012
"NLA2012-WY-115",468,51,2.168,"XER",2012
"NLA2012-WY-117",44,15,14.08,"WMT",2012
"NLA2012-WY-120",88,18,2.356,"WMT",2012
"NLA2012-WY-124",62,42,0.524,"WMT",2012
"NLA2012-WY-125",296,29,2.544,"WMT",2012
"NLA2012-WY-130",1805,44,5.408,"XER",2012
"NLA2012-WY-131",196,36,2.36,"XER",2012
"NLA2012-WY-133",59,14,1.032,"WMT",2012
"NLA2012-WY-135",480,64,3.272,"WMT",2012
"NLA2012-WY-137",318,33,0.829333333333333,"XER",2012
"NLA2012-WY-147",355,36,5.49333333333333,"XER",2012
"NLA2012-WY-151",199,30,2.96,"WMT",2012
"NLA2012-WY-R01",55,9,0.6656,"WMT",2012
"NLA2012-WY-R02",141,12,1.86060606060606,"XER",2012
"NLA2012-WY-R04",869,34,34.4,"WMT",2012
"NLA2012-WY-R08",145,7,2.432,"WMT",2012
